Simulation_Run_ID,GF_pct,Infill_pct,Layer_mm,Nozzle_C,Bed_C,Speed_mm_s,Sampling_Method
SOBOL4096_00001,38.533068113029,69.61961430497468,0.09702023077756167,242.09793844260275,41.15558905992657,93.78227374516428,Scrambled_Sobol
SOBOL4096_00002,9.65674176812172,93.60926412045956,0.21502767238765955,277.5369980465621,68.4556700149551,45.87139524053782,Scrambled_Sobol
SOBOL4096_00003,11.380116082727909,54.77942964062095,0.20036652797833085,200.10626493021846,104.06457068864256,10.383230345323682,Scrambled_Sobol
SOBOL4096_00004,20.549396499991417,81.89403037540615,0.31837470570579174,260.2916903421283,55.660067521966994,58.2928162207827,Scrambled_Sobol
SOBOL4096_00005,29.44280669093132,61.71391909010708,0.29786385390907527,248.99162825196981,67.11565339472145,85.22805294021964,Scrambled_Sobol
SOBOL4096_00006,18.631646744906902,75.15712305903435,0.03735713709145784,211.39409882947803,92.94104868080467,38.09127651620656,Scrambled_Sobol
SOBOL4096_00007,0.3360813111066818,64.05184073373675,0.3782037995196879,288.8261194061488,78.24981024023145,26.358939334750175,Scrambled_Sobol
SOBOL4096_00008,31.479295529425144,99.37009098939598,0.11769489699974657,230.79916381277144,31.0294653987512,73.49447196815163,Scrambled_Sobol
SOBOL4096_00009,32.53126237541437,50.41198069229722,0.3601253084652126,217.6639309618622,72.88228008896112,59.950243034400046,Scrambled_Sobol
SOBOL4096_00010,4.2786964029073715,86.16916849277914,0.14711786119267345,253.8056059461087,36.45150188356638,12.813284881412983,Scrambled_Sobol
SOBOL4096_00011,17.262275032699108,74.6218251530081,0.28015211917459965,224.5404682122171,51.06752209365368,48.668180969543755,Scrambled_Sobol
SOBOL4096_00012,25.80783322453499,88.5040620341897,0.06714393578469753,284.02293492108583,108.93475376069546,95.80353187397122,Scrambled_Sobol
SOBOL4096_00013,24.180117771029472,68.27508481219411,0.18319690970703958,272.72150222212076,98.80724507384002,65.52990098949522,Scrambled_Sobol
SOBOL4096_00014,12.74519745260477,95.04842213355005,0.34870363218709827,235.826920773834,60.86287128739059,17.618841463699937,Scrambled_Sobol
SOBOL4096_00015,5.708653777837753,56.562926480546594,0.07873007200658322,265.096092550084,25.329204043373466,29.729534122161567,Scrambled_Sobol
SOBOL4096_00016,37.47559022158384,80.21121751517057,0.24423898018896578,206.36653230525553,84.33649613521993,77.63893897645175,Scrambled_Sobol
SOBOL4096_00017,35.93110166490078,59.28108231164515,0.15439489802345632,285.6060718279332,53.619922399520874,22.01331560499966,Scrambled_Sobol
SOBOL4096_00018,7.287929989397526,79.04108967632055,0.36740235095843676,231.18195057846606,100.86232632398605,69.11403307225555,Scrambled_Sobol
SOBOL4096_00019,14.333645850419998,66.32025884464383,0.04511608377099037,246.565346904099,70.32986965030432,80.8533603604883,Scrambled_Sobol
SOBOL4096_00020,22.644772343337536,95.45522010885179,0.2581242501735687,216.61360984668136,44.523939453065395,33.75135026406497,Scrambled_Sobol
SOBOL4096_00021,27.34743181616068,71.88615598715842,0.3322306973300874,205.4109682701528,33.06959263049066,14.960878267884254,Scrambled_Sobol
SOBOL4096_00022,15.678118392825127,89.69327677041292,0.1667239691875875,257.7748093381524,81.45205697976053,62.81250587198883,Scrambled_Sobol
SOBOL4096_00023,2.704894058406353,52.34771678224206,0.24596113383769988,242.39561871625483,91.06684635393322,98.29603588208556,Scrambled_Sobol
SOBOL4096_00024,34.08126339316368,85.77988683246076,0.08045224264264107,274.40763595514,63.747320575639606,50.44316448736936,Scrambled_Sobol
SOBOL4096_00025,30.523777157068253,64.43846700713038,0.22824212994426488,263.9854239951819,106.90750847104937,37.270029303617775,Scrambled_Sobol
SOBOL4096_00026,1.2568072602152824,97.43085908703506,0.11023467134684324,210.2649373654276,47.87815729621798,85.12147517874837,Scrambled_Sobol
SOBOL4096_00027,19.5431961864233,60.5281047988683,0.31415943296626214,268.1858418509364,38.312661410309374,73.01831657532603,Scrambled_Sobol
SOBOL4096_00028,28.478159047663212,77.89554297924042,0.1961512609012425,237.53081349655986,76.23757010791451,25.165263451635838,Scrambled_Sobol
SOBOL4096_00029,21.509790532290936,54.375221487134695,0.026821600310504436,226.32954252883792,86.36374411638826,41.35952878277749,Scrambled_Sobol
SOBOL4096_00030,10.4642753303051,83.85232235305011,0.2873283341154456,279.3966856226325,28.518551266752183,88.46006522886455,Scrambled_Sobol
SOBOL4096_00031,8.730541504919529,70.78637150116265,0.13722965257242323,221.4772402588278,59.00172965135425,52.6010782038793,Scrambled_Sobol
SOBOL4096_00032,39.483074471354485,90.88842310011387,0.3977385494299233,252.78561214916408,95.45195268001407,5.498887086287141,Scrambled_Sobol
SOBOL4096_00033,38.93341537564993,56.09817071817815,0.2728692889586091,274.8700445983559,32.464015167206526,23.02282792981714,Scrambled_Sobol
SOBOL4096_00034,7.8891342878341675,82.04089486971498,0.05986111123114825,244.91865086369216,79.51816199347377,70.88731900788844,Scrambled_Sobol
SOBOL4096_00035,11.155537255108356,69.37509421259165,0.35284247824922205,257.3116952739656,91.67249443009496,82.62539755087346,Scrambled_Sobol
SOBOL4096_00036,21.906862929463387,92.19286465086043,0.13983503663912417,202.88860399276018,65.6812253780663,34.76219627074897,Scrambled_Sobol
SOBOL4096_00037,28.10489147901535,62.63620755635202,0.07126174587756395,214.08845338970423,54.22569998539984,7.827050858177245,Scrambled_Sobol
SOBOL4096_00038,18.836676739156246,99.12633122876287,0.23677064839750528,246.09944066032767,102.7960363868624,54.91744127124548,Scrambled_Sobol
SOBOL4096_00039,2.1232400089502335,61.860024742782116,0.17572858357802032,233.70785537175834,69.72408224828541,90.39968360681087,Scrambled_Sobol
SOBOL4096_00040,31.05939943343401,76.47509933449328,0.34123530039563776,286.07135311700404,42.590158777311444,43.310539815574884,Scrambled_Sobol
SOBOL4096_00041,34.92381501942873,73.69447164237499,0.20495874164626002,251.13861092366278,85.72960231918842,33.10477299615741,Scrambled_Sobol
SOBOL4096_00042,3.253256157040596,87.96733510680497,0.32296692503616214,220.48461253754795,26.556152743287385,80.19534513819963,Scrambled_Sobol
SOBOL4096_00043,15.279901586472988,51.04636321775615,0.10161244444549085,281.0429331474006,59.635881264694035,68.09052973985672,Scrambled_Sobol
SOBOL4096_00044,26.657466888427734,87.19418039545417,0.21961989171802998,227.32278984040022,97.41442181635648,21.00156767759472,Scrambled_Sobol
SOBOL4096_00045,23.34999479353428,57.58869722485542,0.3826104266755283,238.52127399295568,107.54178959410638,51.27510725520551,Scrambled_Sobol
SOBOL4096_00046,14.708057828247547,80.84636484272778,0.12210151849314571,269.82930256053805,49.84043169301003,99.13977935444564,Scrambled_Sobol
SOBOL4096_00047,6.753604710102081,67.73759159259498,0.30227048106491566,209.27518765442073,37.67830967437476,63.27918720431626,Scrambled_Sobol
SOBOL4096_00048,35.06352450698614,94.12030829116702,0.04176375858485699,262.3413007799536,74.27528589498252,15.416166945360601,Scrambled_Sobol
SOBOL4096_00049,36.6049612313509,66.56478303484619,0.3097528043948114,228.39971746318042,62.47898877132684,94.97733082156628,Scrambled_Sobol
SOBOL4096_00050,5.168835408985615,96.87161473557353,0.19174463799223304,288.58617284335196,89.63235706556588,47.83022451214492,Scrambled_Sobol
SOBOL4096_00051,13.132426738739014,57.962341606616974,0.22383550137281416,213.7928343936801,82.88650494534522,12.340816534124315,Scrambled_Sobol
SOBOL4096_00052,24.90059908479452,78.89422257430851,0.10582804843783379,249.23223732039332,34.33820736128837,59.489212641492486,Scrambled_Sobol
SOBOL4096_00053,25.11115450412035,52.201616717502475,0.13263743748888374,260.52968425676227,45.792413274757564,78.2797745289281,Scrambled_Sobol
SOBOL4096_00054,16.859785690903664,84.46190720424056,0.39314632868394256,202.502385340631,71.76421723794192,30.381762329488993,Scrambled_Sobol
SOBOL4096_00055,4.8435380682349205,73.3017910271883,0.02222938522696495,277.29975783266127,99.42769612651318,18.64813181106001,Scrambled_Sobol
